review_id,rating_score,sentiment_label,dominant_topic,keyword_tags,confidence_level
2407,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.83961076
2408,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392092
2409,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662319
2410,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88551
2411,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86623454
2412,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8651947
2413,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
2414,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.88567585
2415,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554776
2416,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392061
2417,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647135
2418,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
2419,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855115
2420,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660247
2421,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855477
2422,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660212
2423,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662343
2424,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2425,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392009
2426,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.839611
2427,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.89991575
2428,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
2429,4,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
2430,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
2431,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658169
2432,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83920556
2433,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.866256
2434,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
2435,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392036
2436,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554794
2437,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8855404
2438,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664667
2439,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83921087
2440,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660206
2441,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
2442,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.865194
2443,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662313
2444,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392198
2445,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.83959866
2446,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.83961105
2447,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.89991575
2448,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664709
2449,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86625606
2450,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396108
2451,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2452,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
2453,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88554025
2454,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396109
2455,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.83961105
2456,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
2457,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2458,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660212
2459,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2460,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660182
2461,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554794
2462,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2463,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660218
2464,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660217
2465,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392111
2466,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.86623365
2467,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.83961105
2468,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.83959866
2469,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.839611
2470,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.86518925
2471,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660198
2472,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855117
2473,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2474,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483524
2475,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
2476,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660223
2477,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8855405
2478,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86623156
2479,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855479
2480,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396109
2481,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2482,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483816
2483,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483846
2484,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392096
2485,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392152
2486,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88551074
2487,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664703
2488,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83919793
2489,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855479
2490,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.86623526
2491,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
2492,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392064
2493,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86601865
2494,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2495,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658451
2496,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392041
2497,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8391991
2498,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.89991575
2499,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.86581177
2500,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848359
2501,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.839611
2502,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848317
2503,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8855403
2504,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664706
2505,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8651948
2506,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
2507,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
2508,4,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.88567364
2509,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848364
2510,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86623174
2511,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.839206
2512,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.866256
2513,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855115
2514,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848375
2515,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88551193
2516,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848332
2517,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86646897
2518,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8651859
2519,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658152
2520,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647147
2521,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.86518615
2522,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396108
2523,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.89991564
2524,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.839611
2525,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.88567585
2526,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855479
2527,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662346
2528,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88550985
2529,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
2530,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83919895
2531,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554794
2532,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.866256
2533,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8855403
2534,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855479
2535,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647063
2536,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83921456
2537,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8651921
2538,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.86519665
2539,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396108
2540,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848331
2541,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2542,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660217
2543,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88551605
2544,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554776
2545,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483673
2546,4,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.88567585
2547,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.89991564
2548,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86625624
2549,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392021
2550,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396107
2551,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392058
2552,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662341
2553,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660266
2554,4,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
2555,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483614
2556,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647075
2557,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.88567585
2558,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664696
2559,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86601794
2560,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554794
2561,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.88567585
2562,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855128
2563,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664694
2564,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
2565,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554764
2566,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554794
2567,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.866256
2568,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855114
2569,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664665
2570,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
2571,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86623687
2572,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88554037
2573,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86601686
2574,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658097
2575,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.866221
2576,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86625624
2577,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855477
2578,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396109
2579,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.839611
2580,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2581,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.86623436
2582,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.86623436
2583,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2584,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664698
2585,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647034
2586,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8651885
2587,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662562
2588,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658452
2589,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662198
2590,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483506
2591,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2592,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88551056
2593,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662387
2594,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.53339535
2595,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.89991575
2596,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
2597,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848355
2598,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86623174
2599,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8855403
2600,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83920664
2601,4,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.88567585
2602,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86646754
2603,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
2604,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848351
2605,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88554025
2606,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.866256
2607,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.88567585
2608,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660234
2609,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664699
2610,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.89991575
2611,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2612,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483715
2613,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662408
2614,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.885548
2615,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86646867
2616,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392119
2617,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554764
2618,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.885512
2619,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8395984
2620,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86623836
2621,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483065
2622,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658075
2623,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83920705
2624,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855113
2625,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658069
2626,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664677
2627,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855476
2628,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83921206
2629,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660222
2630,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662344
2631,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396109
2632,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483244
2633,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
2634,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2635,4,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
2636,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.83961105
2637,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2638,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.866233
2639,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.839611
2640,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647105
2641,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483584
2642,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2643,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664701
2644,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483536
2645,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554776
2646,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86602056
2647,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
2648,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88554054
2649,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392184
2650,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86623675
2651,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86623824
2652,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855117
2653,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.885513
2654,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
2655,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392187
2656,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554776
2657,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88551164
2658,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660208
2659,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855116
2660,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664691
2661,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658082
2662,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
2663,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
2664,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.89991575
2665,4,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
2666,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
2667,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660242
2668,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88554037
2669,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86602503
2670,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392107
2671,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662131
2672,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.86623406
2673,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.839611
2674,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.839206
2675,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392074
2676,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855121
2677,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662179
2678,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647016
2679,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660193
2680,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
