review_id,student_id,instructor_id,course_id,review_text,rating_score,sentiment_label,sentiment_score,dominant_topic,confidence_level,keyword_tags
950,885,30,150,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
951,2513,67,50,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
952,756,61,121,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
953,2396,29,39,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
954,1399,18,82,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
955,1931,45,47,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
956,2441,64,126,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
957,535,13,118,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
958,488,54,135,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
959,2330,72,44,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
960,2839,75,76,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
961,1335,28,119,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
962,2306,8,71,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
963,271,33,29,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
964,2521,69,119,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
965,1439,40,116,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
966,2425,17,97,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
967,1532,66,19,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
968,2938,1,49,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
969,2892,14,48,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
970,2030,6,127,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
971,2571,64,108,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
972,628,69,104,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
973,1701,4,117,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
974,2143,47,12,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
975,2178,72,36,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
976,430,24,139,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
977,202,67,39,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
978,2998,17,114,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
979,1549,40,128,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
980,138,33,75,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
981,2723,3,124,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
982,1964,47,137,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
983,586,2,92,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
984,2434,35,56,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
985,8,63,87,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
986,1080,24,45,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
987,35,54,65,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
988,549,75,110,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
989,645,14,85,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
990,1478,74,102,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
991,2566,5,131,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
992,2226,15,144,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
993,2473,2,65,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
994,1259,62,36,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
995,138,26,78,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
996,18,36,50,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
997,1012,56,106,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
998,2755,5,86,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
999,2375,74,103,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
1000,1789,47,124,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1001,78,65,8,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1002,1961,68,82,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1003,2966,35,80,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1004,1383,25,95,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1005,511,16,142,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1006,1016,16,114,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
1007,837,17,140,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
1008,2458,43,77,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1009,1036,46,8,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1010,1818,4,95,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
1011,1610,35,29,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1012,751,50,90,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
1013,20,35,131,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1014,328,72,15,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1015,891,73,129,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1016,1947,61,33,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1017,2589,9,143,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1018,1283,31,9,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1019,2807,3,67,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1020,2206,13,141,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
1021,291,17,36,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1022,2403,72,61,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
1023,2877,36,94,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1024,2625,55,56,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1025,1999,1,71,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
1026,496,54,108,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1027,2499,18,22,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1028,2783,18,74,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1029,2701,72,13,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1030,2457,7,128,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1031,962,3,148,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
1032,682,23,47,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1033,566,16,90,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1034,1249,16,118,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1035,668,43,115,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1036,381,66,91,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
1037,2434,59,128,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1038,1619,2,123,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1039,2902,67,117,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1040,2169,34,72,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1041,2722,60,112,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
1042,493,27,26,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
1043,2478,27,48,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1044,1228,64,137,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
1045,203,46,8,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
1046,1539,52,54,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
1047,1763,67,135,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
1048,2371,63,53,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1049,2537,7,71,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
1050,2017,28,33,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
1051,241,46,107,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1052,1814,19,34,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1053,386,35,80,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1054,2114,33,87,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1055,2804,55,2,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
1056,2557,14,49,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1057,1894,22,101,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1058,1871,45,14,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1059,2843,68,36,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
1060,2770,66,16,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1061,1657,75,142,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1062,2469,62,40,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
1063,2195,54,112,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1064,2238,71,83,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1065,2313,48,84,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
1066,1419,26,71,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1067,1498,22,29,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
1068,316,11,15,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1069,2329,36,48,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1070,1131,14,63,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1071,2831,22,131,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
1072,870,49,82,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1073,1323,36,92,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
1074,1431,52,98,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1075,2359,49,67,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1076,2691,44,120,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1077,1088,75,25,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1078,533,48,132,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
1079,128,23,21,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1080,1952,4,145,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1081,2889,56,107,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
1082,890,71,35,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1083,2011,13,55,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1084,2593,62,19,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1085,598,56,150,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1086,2571,25,108,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1087,1974,39,42,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1088,197,5,46,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1089,2796,39,20,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
1090,2648,59,105,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
1091,2234,31,34,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1092,2575,34,139,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1093,2953,34,29,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
1094,855,13,77,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
1095,2777,67,134,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
1096,1930,39,126,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1097,1739,37,125,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1098,1166,36,136,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
1099,1899,20,91,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1100,1295,48,81,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
1101,2405,23,49,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1102,567,41,28,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1103,502,30,7,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
1104,422,24,36,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1105,1047,11,50,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1106,186,51,120,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
1107,647,47,141,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
1108,159,2,130,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1109,278,25,45,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1110,385,15,29,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1111,2629,59,140,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1112,574,63,60,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1113,2499,67,99,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1114,2392,69,150,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1115,1459,68,47,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
1116,1362,2,49,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1117,182,62,61,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1118,2211,42,117,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1119,2950,45,52,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1120,2114,40,134,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1121,596,34,24,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1122,68,58,24,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
1123,1716,29,57,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1124,2587,61,90,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
1125,1179,27,45,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1126,771,5,128,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1127,611,71,63,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
1128,1273,74,144,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
1129,1223,35,10,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
1130,567,10,55,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1131,1523,23,144,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1132,1775,32,134,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1133,2458,57,25,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1134,1858,41,95,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1135,887,5,132,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
1136,284,30,8,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
1137,2261,15,28,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1138,1226,18,65,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1139,1382,50,32,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
1140,1575,49,51,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1141,2084,59,87,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
1142,496,73,19,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1143,1207,74,2,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
1144,590,62,36,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1145,2024,46,8,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1146,812,32,142,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
1147,1246,69,91,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
1148,1462,57,122,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1149,806,22,19,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1150,835,27,114,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1151,2802,68,52,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1152,250,37,81,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
1153,1461,9,84,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1154,2956,19,113,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
1155,219,24,30,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1156,551,12,134,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1157,901,57,36,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1158,583,26,76,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1159,2548,8,113,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1160,2992,31,8,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1161,2741,2,1,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
1162,604,37,140,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
1163,1140,8,87,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1164,1153,70,138,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
1165,1045,68,4,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1166,1348,20,148,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1167,216,74,146,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1168,807,18,23,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1169,2122,24,56,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
1170,346,65,107,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1171,704,51,74,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
1172,2402,66,11,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
1173,2668,12,17,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1174,1240,63,16,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1175,2000,34,51,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
1176,2820,30,132,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1177,2947,48,95,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1178,327,45,119,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
1179,912,72,138,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1180,2685,54,1,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1181,111,55,50,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1182,2479,4,99,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1183,560,29,26,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1184,2160,13,5,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1185,425,56,46,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1186,1464,17,41,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1187,2162,54,80,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1188,936,36,22,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
1189,406,49,139,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
1190,742,42,55,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1191,845,67,25,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1192,2154,49,128,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1193,124,75,12,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1194,2675,21,3,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
1195,1492,62,55,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
1196,1761,20,142,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
1197,1663,9,92,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1198,2542,12,5,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1199,1770,60,84,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
1200,741,62,59,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1201,2501,58,53,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1202,2525,25,104,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1203,1379,66,104,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1204,2869,30,48,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
